Intent,user_query,bot_response,language,augmented
occasion_match,simple ways to restyle the same jeans each week?,"Swap accessories, change shoes, or add a jacket to refresh repeats.",English,
occasion_match,what makeup suits a punjabi dhol events when wearing saree?,"For a punjabi dhol events, a saree in emerald works well; pair with flats and minimal accessories. Try natural makeup and sleek bun for a complete look.",English,
occasion_match,what should i wear to the black-tie event?,"For a black-tie event, a long gown in mustard works well; pair with flats and minimal accessories. Try dewy skin look and straightened for a complete look.",English,
occasion_match,suggest a trouser set outfit for the business casual in black.,"For a business casual, a trouser set in black works well; pair with boots and minimal accessories. Try dewy skin look and half-up half-down for a complete look.",English,
occasion_match,any brand suggestions for a kurta for the mayoon?,"For a mayoon, a kurta in pastel pink works well; pair with boots and minimal accessories. Try smokey eyes and half-up half-down for a complete look.",English,
occasion_match,suggest a sharara outfit for the fashion event in emerald.,"For a fashion event, a sharara in emerald works well; pair with flats and minimal accessories. Try dewy skin look and loose curls for a complete look.",English,
occasion_match,how to style hair for a launch event if i wear trouser set?,"For a launch event, a trouser set in white works well; pair with flats and minimal accessories. Try smokey eyes and sleek bun for a complete look.",English,
occasion_match,suggest a formal suit outfit for the punjabi dhol events in pastel pink.,"For a punjabi dhol events, a formal suit in pastel pink works well; pair with boots and minimal accessories. Try glam makeup and loose curls for a complete look.",English,
occasion_match,any brand suggestions for a kurta for the hajj/umrah departure?,"For a hajj/umrah departure, a kurta in navy works well; pair with sneakers and minimal accessories. Try natural makeup and loose curls for a complete look.",English,
occasion_match,suggest a long gown outfit for the job interview in lavender.,"For a job interview, a long gown in lavender works well; pair with sandals and minimal accessories. Try smokey eyes and half-up half-down for a complete look.",English,
occasion_match,i have a mehndi. suggest an outfit.,Go for a statement outfit'consider a classic silhouette with modern accessories.,English,
occasion_match,what should i wear to a mehndi?,Go for a elegant kurta outfit neutral tones like maroon work well for mehndi.,English,
occasion_match,suggest a formal suit outfit for the anniversary in white.,"For a anniversary, a formal suit in white works well; pair with sandals and minimal accessories. Try dewy skin look and loose curls for a complete look.",English,
occasion_match,any brand suggestions for a long gown for the islamabad sightseeing?,"For a islamabad sightseeing, a long gown in mustard works well; pair with sneakers and minimal accessories. Try natural makeup and straightened for a complete look.",English,
occasion_match,any brand suggestions for a maxi dress for the presentation day?,"For a presentation day, a maxi dress in emerald works well; pair with juttis and minimal accessories. Try natural makeup and straightened for a complete look.",English,
occasion_match,suggest a sharara outfit for the viva / defense in emerald.,"For a viva / defense, a sharara in emerald works well; pair with sneakers and minimal accessories. Try natural makeup and straightened for a complete look.",English,
occasion_match,what accessories and glasses suit a long gown at the eid milad-un-nabi?,"For a eid milad-un-nabi, a long gown in lavender works well; pair with heels and minimal accessories. Try dewy skin look and straightened for a complete look.",English,
occasion_match,what makeup suits a presentation day when wearing co-ord set?,"For a presentation day, a co-ord set in peach works well; pair with sandals and minimal accessories. Try natural makeup and braided style for a complete look.",English,
occasion_match,what makeup suits a eid milad-un-nabi when wearing trouser set?,"For a eid milad-un-nabi, a trouser set in lavender works well; pair with heels and minimal accessories. Try smokey eyes and braided style for a complete look.",English,
occasion_match,which shoes go best with a anarkali at the autumn?,"For a autumn, a anarkali in black works well; pair with heels and minimal accessories. Try dewy skin look and braided style for a complete look.",English,
occasion_match,what accessories and glasses suit a formal suit at the sufi night?,"For a sufi night, a formal suit in maroon works well; pair with sneakers and minimal accessories. Try natural makeup and sleek bun for a complete look.",English,
occasion_match,ethnic day outfit ideas for university?,Light embroidered kurta with jeans or a modest lehenga/skirt and flats'easy to move and photo-friendly.,English,
occasion_match,suggest a anarkali outfit for the business casual in pastel pink.,"For a business casual, a anarkali in pastel pink works well; pair with flats and minimal accessories. Try natural makeup and sleek bun for a complete look.",English,
occasion_match,what color suits my olive skin tone for a wedding?,"For a wedding, a kurta in lavender works well; pair with juttis and minimal accessories. Try smokey eyes and straightened for a complete look.",English,
occasion_match,any brand suggestions for a anarkali for the walima?,"For a walima, a anarkali in pastel pink works well; pair with heels and minimal accessories. Try smokey eyes and sleek bun for a complete look.",English,
occasion_match,what makeup suits a networking event when wearing lehenga?,"For a networking event, a lehenga in black works well; pair with sneakers and minimal accessories. Try smokey eyes and sleek bun for a complete look.",English,
occasion_match,what makeup suits a birthday when wearing lehenga?,"For a birthday, a lehenga in pastel pink works well; pair with flats and minimal accessories. Try dewy skin look and braided style for a complete look.",English,
occasion_match,any brand suggestions for a formal suit for the dawaat?,"For a dawaat, a formal suit in black works well; pair with juttis and minimal accessories. Try glam makeup and straightened for a complete look.",English,
occasion_match,what should i wear to the get-together?,"For a get-together, a saree in white works well; pair with juttis and minimal accessories. Try dewy skin look and braided style for a complete look.",English,
occasion_match,"i have a mehndi coming up, any outfit ideas?",A elegant kurta with simple jewelry and comfortable shoes is perfect for a mehndi.,English,
occasion_match,how to style hair for a mayoon if i wear anarkali?,"For a mayoon, a anarkali in lavender works well; pair with heels and minimal accessories. Try natural makeup and straightened for a complete look.",English,
occasion_match,what makeup suits a engagement when wearing co-ord set?,"For a engagement, a co-ord set in black works well; pair with juttis and minimal accessories. Try dewy skin look and braided style for a complete look.",English,
occasion_match,which shoes go best with a long gown at the airport outfit?,"For a airport outfit, a long gown in pastel pink works well; pair with sandals and minimal accessories. Try natural makeup and loose curls for a complete look.",English,
occasion_match,what accessories and glasses suit a long gown at the jashn-e-azadi?,"For a jashn-e-azadi, a long gown in beige works well; pair with flats and minimal accessories. Try natural makeup and half-up half-down for a complete look.",English,
occasion_match,what accessories and glasses suit a saree at the cold windy?,"For a cold windy, a saree in maroon works well; pair with boots and minimal accessories. Try dewy skin look and braided style for a complete look.",English,
occasion_match,what makeup suits a black-tie event when wearing trouser set?,"For a black-tie event, a trouser set in white works well; pair with heels and minimal accessories. Try dewy skin look and sleek bun for a complete look.",English,
occasion_match,what makeup suits a formal dinner when wearing trouser set?,"For a formal dinner, a trouser set in mustard works well; pair with juttis and minimal accessories. Try dewy skin look and braided style for a complete look.",English,
occasion_match,how to style hair for a wedding if i wear maxi dress?,"For a wedding, a maxi dress in navy works well; pair with heels and minimal accessories. Try natural makeup and loose curls for a complete look.",English,
occasion_match,how to style hair for a concert if i wear sharara?,"For a concert, a sharara in mustard works well; pair with sandals and minimal accessories. Try glam makeup and sleek bun for a complete look.",English,
occasion_match,what should i wear to the conference?,"For a conference, a sharara in mustard works well; pair with sneakers and minimal accessories. Try dewy skin look and straightened for a complete look.",English,
occasion_match,i have a brunch. suggest an outfit.,Go for a statement outfit'consider a classic silhouette with modern accessories.,English,
occasion_match,suggest a saree outfit for the ramadan iftar in mustard.,"For a ramadan iftar, a saree in mustard works well; pair with sneakers and minimal accessories. Try dewy skin look and straightened for a complete look.",English,
occasion_match,what makeup suits a university presentation when wearing maxi dress?,"For a university presentation, a maxi dress in navy works well; pair with juttis and minimal accessories. Try glam makeup and sleek bun for a complete look.",English,
occasion_match,"i have a convocation coming up, any outfit ideas?",Go for a elegant kurta outfit neutral tones like beige work well for convocation.,English,
occasion_match,what color suits my deep skin tone for a charity gala?,"For a charity gala, a maxi dress in maroon works well; pair with juttis and minimal accessories. Try dewy skin look and straightened for a complete look.",English,
occasion_match,how to style hair for a concert if i wear saree?,"For a concert, a saree in beige works well; pair with sandals and minimal accessories. Try natural makeup and loose curls for a complete look.",English,
occasion_match,summer pe trouser set ke saath makeup kaisa ho?,Summer ke lye trouser set aur emerald acha rahega; boots aur simple accessories rakho. glam makeup aur braided style try karo.,Roman Urdu,
occasion_match,get-together ke liye baal kaise set karoon agar long gown pehna hai?,Get-together ke lye long gown aur beige acha rahega; heels aur simple accessories rakho. natural makeup aur loose curls try karo.,Roman Urdu,
occasion_match,friends night out ke liye kya pehno?,Friends night out ke lye lehenga aur maroon acha rahega; boots aur simple accessories rakho. dewy skin look aur sleek bun try karo.,Roman Urdu,
occasion_match,casual outing ke liye kya pehno?,Casual outing ke lye lehenga aur emerald acha rahega; boots aur simple accessories rakho. glam makeup aur braided style try karo.,Roman Urdu,
occasion_match,hajj/umrah departure pe co-ord set ke saath makeup kaisa ho?,Hajj/Umrah departure ke lye co-ord set aur emerald acha rahega; boots aur simple accessories rakho. smokey eyes aur half-up half-down try karo.,Roman Urdu,
occasion_match,"rainy day ke liye sharara kaise pehno, color mustard theek rahega?",Rainy day ke lye sharara aur mustard acha rahega; flats aur simple accessories rakho. smokey eyes aur half-up half-down try karo.,Roman Urdu,
occasion_match,mere paas ek date night hai. outfit suggest karo.,statement outfit pehno 'classic cuts aur modern accessories try karo. comfortable bhi rahega.,Roman Urdu,
occasion_match,sufi night ke liye baal kaise set karoon agar long gown pehna hai?,Sufi night ke lye long gown aur pastel pink acha rahega; sandals aur simple accessories rakho. smokey eyes aur half-up half-down try karo.,Roman Urdu,
occasion_match,"winter ke liye maxi dress kaise pehno, color emerald theek rahega?",Winter ke lye maxi dress aur emerald acha rahega; sandals aur simple accessories rakho. glam makeup aur braided style try karo.,Roman Urdu,
occasion_match,black-tie event ke liye accessories aur glasses kaunsa match karega?,Black-tie event ke lye saree aur emerald acha rahega; juttis aur simple accessories rakho. smokey eyes aur loose curls try karo.,Roman Urdu,
occasion_match,"hajj/umrah departure ke liye anarkali kaise pehno, color emerald theek rahega?",Hajj/Umrah departure ke lye anarkali aur emerald acha rahega; sandals aur simple accessories rakho. natural makeup aur straightened try karo.,Roman Urdu,
occasion_match,presentation day pe mere olive skin tone ke liye kaunsa color theek rahega?,Presentation day ke lye co-ord set aur lavender acha rahega; juttis aur simple accessories rakho. smokey eyes aur straightened try karo.,Roman Urdu,
occasion_match,shopping ke liye accessories aur glasses kaunsa match karega?,Shopping ke lye kurta aur peach acha rahega; heels aur simple accessories rakho. glam makeup aur braided style try karo.,Roman Urdu,
occasion_match,kaunse accessories base outfit ko jaldi badalte hain?,"accessories badlo, shoes swap karo, ya jacket add karo.",Roman Urdu,
occasion_match,formal dinner ke liye baal kaise set karoon agar anarkali pehna hai?,Formal dinner ke lye anarkali aur maroon acha rahega; sneakers aur simple accessories rakho. glam makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,mehndi ke liye accessories aur glasses kaunsa match karega?,Mehndi ke lye formal suit aur mustard acha rahega; flats aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,"get-together ke liye koi brand recommend karo, jaise sanaulla.",Get-together ke lye long gown aur navy acha rahega; boots aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,walima ke liye shoes mein kya pehno juttis?,Walima ke lye saree aur beige acha rahega; juttis aur simple accessories rakho. glam makeup aur braided style try karo.,Roman Urdu,
occasion_match,sindhi cultural day ke liye accessories aur glasses kaunsa match karega?,Sindhi cultural day ke lye kurta aur mustard acha rahega; sandals aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,baby shower ke liye accessories aur glasses kaunsa match karega?,Baby shower ke lye sharara aur emerald acha rahega; juttis aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,sufi night pe lehenga ke saath makeup kaisa ho?,Sufi night ke lye lehenga aur beige acha rahega; juttis aur simple accessories rakho. smokey eyes aur loose curls try karo.,Roman Urdu,
occasion_match,cold windy pe mere olive skin tone ke liye kaunsa color theek rahega?,Cold windy ke lye long gown aur lavender acha rahega; heels aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,launch event pe mere medium skin tone ke liye kaunsa color theek rahega?,Launch event ke lye trouser set aur navy acha rahega; flats aur simple accessories rakho. natural makeup aur loose curls try karo.,Roman Urdu,
occasion_match,get-together ke liye shoes mein kya pehno sandals?,Get-together ke lye maxi dress aur pastel pink acha rahega; sandals aur simple accessories rakho. natural makeup aur straightened try karo.,Roman Urdu,
occasion_match,jashn-e-azadi ke liye accessories aur glasses kaunsa match karega?,Jashn-e-Azadi ke lye anarkali aur black acha rahega; sandals aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,ek outfit ko paanch din tak remix kaise karo?,"accessories badlo, shoes swap karo, ya jacket add karo.",Roman Urdu,
occasion_match,formal dinner ke liye accessories aur glasses kaunsa match karega?,Formal dinner ke lye sharara aur peach acha rahega; sandals aur simple accessories rakho. dewy skin look aur sleek bun try karo.,Roman Urdu,
occasion_match,"peshawari mehfil ke liye koi brand recommend karo, jaise maria b.",Peshawari mehfil ke lye maxi dress aur black acha rahega; sandals aur simple accessories rakho. smokey eyes aur straightened try karo.,Roman Urdu,
occasion_match,islamabad sightseeing ke liye accessories aur glasses kaunsa match karega?,Islamabad sightseeing ke lye long gown aur maroon acha rahega; sneakers aur simple accessories rakho. dewy skin look aur half-up half-down try karo.,Roman Urdu,
occasion_match,university presentation pe sharara ke saath makeup kaisa ho?,University presentation ke lye sharara aur pastel pink acha rahega; boots aur simple accessories rakho. glam makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,mehndi ke liye shoes mein kya pehno flats?,Mehndi ke lye long gown aur black acha rahega; flats aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,business casual ke liye shoes mein kya pehno sandals?,Business casual ke lye lehenga aur lavender acha rahega; sandals aur simple accessories rakho. smokey eyes aur straightened try karo.,Roman Urdu,
occasion_match,fashion event ke liye baal kaise set karoon agar co-ord set pehna hai?,Fashion event ke lye co-ord set aur emerald acha rahega; juttis aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,"valima aa raha hai, outfit batado.","valima ke lye saree acha rahega, navy rang try karo. Simple jewelry rakho.",Roman Urdu,
occasion_match,dinner date pe anarkali ke saath makeup kaisa ho?,Dinner date ke lye anarkali aur maroon acha rahega; boots aur simple accessories rakho. dewy skin look aur half-up half-down try karo.,Roman Urdu,
occasion_match,aqiqah ke liye baal kaise set karoon agar saree pehna hai?,Aqiqah ke lye saree aur maroon acha rahega; boots aur simple accessories rakho. natural makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,"tiktok video outfit ke liye saree kaise pehno, color mustard theek rahega?",TikTok video outfit ke lye saree aur mustard acha rahega; juttis aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,wedding shoot ke liye kya pehno?,Wedding shoot ke lye co-ord set aur mustard acha rahega; boots aur simple accessories rakho. glam makeup aur loose curls try karo.,Roman Urdu,
occasion_match,friends night out ke liye baal kaise set karoon agar sharara pehna hai?,Friends night out ke lye sharara aur pastel pink acha rahega; sneakers aur simple accessories rakho. dewy skin look aur half-up half-down try karo.,Roman Urdu,
occasion_match,dholki pe mere light skin tone ke liye kaunsa color theek rahega?,Dholki ke lye saree aur beige acha rahega; heels aur simple accessories rakho. smokey eyes aur braided style try karo.,Roman Urdu,
occasion_match,eid-ul-adha ke liye baal kaise set karoon agar anarkali pehna hai?,Eid-ul-Adha ke lye anarkali aur pastel pink acha rahega; boots aur simple accessories rakho. dewy skin look aur sleek bun try karo.,Roman Urdu,
occasion_match,anniversary pe mere olive skin tone ke liye kaunsa color theek rahega?,Anniversary ke lye anarkali aur emerald acha rahega; flats aur simple accessories rakho. glam makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,lahore old city visit ke liye baal kaise set karoon agar maxi dress pehna hai?,Lahore old city visit ke lye maxi dress aur peach acha rahega; sneakers aur simple accessories rakho. natural makeup aur straightened try karo.,Roman Urdu,
occasion_match,qawwali night pe maxi dress ke saath makeup kaisa ho?,Qawwali night ke lye maxi dress aur maroon acha rahega; juttis aur simple accessories rakho. natural makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,charity gala ke liye kya pehno?,Charity gala ke lye saree aur pastel pink acha rahega; sandals aur simple accessories rakho. natural makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,university sports day ke liye kya pehnon?,"leggings ya track pants, breathable tee aur supportive trainers pehno; agar team colors hen to use include karo.",Roman Urdu,
occasion_match,"sunny day ke liye koi brand recommend karo, jaise maria b.",Sunny day ke lye saree aur maroon acha rahega; flats aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,"tiktok video outfit ke liye koi brand recommend karo, jaise sana safinaz.",TikTok video outfit ke lye saree aur black acha rahega; heels aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,"dholki ke liye koi brand recommend karo, jaise gul ahmed.",Dholki ke lye formal suit aur black acha rahega; sandals aur simple accessories rakho. glam makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,bridal shower pe formal suit ke saath makeup kaisa ho?,Bridal shower ke lye formal suit aur maroon acha rahega; boots aur simple accessories rakho. smokey eyes aur half-up half-down try karo.,Roman Urdu,
occasion_match,"valima mein shaamil ho raha hoon, kya pehnu?","valima ke lye formal suit acha rahega, maroon rang try karo. Simple jewelry rakho.",Roman Urdu,
occasion_match,mere paas ek dawaat hai. outfit suggest karo.,statement outfit pehno 'classic cuts aur modern accessories try karo. comfortable bhi rahega.,Roman Urdu,
occasion_match,nikah ke liye formal pehnawa kya hona chahiye?,"nikah ke lye saree acha rahega, pastel pink rang try karo. Simple jewelry rakho.",Roman Urdu,
occasion_match,eid milad-un-nabi pe mere deep skin tone ke liye kaunsa color theek rahega?,Eid Milad-un-Nabi ke lye saree aur peach acha rahega; juttis aur simple accessories rakho. dewy skin look aur sleek bun try karo.,Roman Urdu,
occasion_match,"convocation mein shaamil ho raha hoon, kya pehnu?","convocation ke lye saree acha rahega, beige rang try karo. Simple jewelry rakho.",Roman Urdu,
occasion_match,music festival pe lehenga ke saath makeup kaisa ho?,Music festival ke lye lehenga aur lavender acha rahega; heels aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,concert ke liye accessories aur glasses kaunsa match karega?,Concert ke lye lehenga aur beige acha rahega; boots aur simple accessories rakho. smokey eyes aur straightened try karo.,Roman Urdu,
occasion_match,wedding shoot pe mere olive skin tone ke liye kaunsa color theek rahega?,Wedding shoot ke lye maxi dress aur mustard acha rahega; sandals aur simple accessories rakho. smokey eyes aur straightened try karo.,Roman Urdu,
occasion_match,"winter ke liye koi brand recommend karo, jaise maria b.",Winter ke lye kurta aur emerald acha rahega; boots aur simple accessories rakho. glam makeup aur loose curls try karo.,Roman Urdu,
occasion_match,casual outing pe mere olive skin tone ke liye kaunsa color theek rahega?,Casual outing ke lye trouser set aur peach acha rahega; flats aur simple accessories rakho. natural makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,trip to northern areas ke liye accessories aur glasses kaunsa match karega?,Trip to northern areas ke lye co-ord set aur black acha rahega; boots aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
occasion_match,"trip to northern areas ke liye lehenga kaise pehno, color navy theek rahega?",Trip to northern areas ke lye lehenga aur navy acha rahega; sneakers aur simple accessories rakho. glam makeup aur straightened try karo.,Roman Urdu,
occasion_match,valima ke liye formal pehnawa kya hona chahiye?,"valima ke lye sharara acha rahega, pastel pink rang try karo. Simple jewelry rakho.",Roman Urdu,
occasion_match,mehndi ke liye baal kaise set karoon agar sharara pehna hai?,Mehndi ke lye sharara aur peach acha rahega; sneakers aur simple accessories rakho. smokey eyes aur braided style try karo.,Roman Urdu,
occasion_match,peshawari mehfil ke liye accessories aur glasses kaunsa match karega?,Peshawari mehfil ke lye formal suit aur black acha rahega; sandals aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
occasion_match,dholki ke liye accessories aur glasses kaunsa match karega?,Dholki ke lye lehenga aur maroon acha rahega; sneakers aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
occasion_match,dholki pe mere fair skin tone ke liye kaunsa color theek rahega?,Dholki ke lye lehenga aur pastel pink acha rahega; sneakers aur simple accessories rakho. smokey eyes aur half-up half-down try karo.,Roman Urdu,
occasion_match,balochi cultural event pe trouser set ke saath makeup kaisa ho?,Balochi cultural event ke lye trouser set aur peach acha rahega; heels aur simple accessories rakho. glam makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,cultural day pe mere light skin tone ke liye kaunsa color theek rahega?,Cultural day ke lye long gown aur mustard acha rahega; sneakers aur simple accessories rakho. dewy skin look aur half-up half-down try karo.,Roman Urdu,
occasion_match,friends night out ke liye shoes mein kya pehno juttis?,Friends night out ke lye kurta aur navy acha rahega; juttis aur simple accessories rakho. smokey eyes aur straightened try karo.,Roman Urdu,
occasion_match,autumn pe mere fair skin tone ke liye kaunsa color theek rahega?,Autumn ke lye co-ord set aur black acha rahega; heels aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,housewarming pe co-ord set ke saath makeup kaisa ho?,Housewarming ke lye co-ord set aur emerald acha rahega; sneakers aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,wedding shoot ke liye baal kaise set karoon agar kurta pehna hai?,Wedding shoot ke lye kurta aur mustard acha rahega; boots aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,"trip to karachi beaches ke liye koi brand recommend karo, jaise asim jofa.",Trip to Karachi beaches ke lye sharara aur maroon acha rahega; heels aur simple accessories rakho. glam makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,"tiktok video outfit ke liye kurta kaise pehno, color navy theek rahega?",TikTok video outfit ke lye kurta aur navy acha rahega; flats aur simple accessories rakho. glam makeup aur loose curls try karo.,Roman Urdu,
occasion_match,"dinner date ke liye trouser set kaise pehno, color white theek rahega?",Dinner date ke lye trouser set aur white acha rahega; heels aur simple accessories rakho. natural makeup aur straightened try karo.,Roman Urdu,
occasion_match,jashn-e-azadi ke liye baal kaise set karoon agar kurta pehna hai?,Jashn-e-Azadi ke lye kurta aur pastel pink acha rahega; juttis aur simple accessories rakho. smokey eyes aur sleek bun try karo.,Roman Urdu,
occasion_match,networking event ke liye kya pehno?,Networking event ke lye kurta aur white acha rahega; flats aur simple accessories rakho. glam makeup aur loose curls try karo.,Roman Urdu,
occasion_match,same jeans ko har week kaise restyle karein?,"accessories badlo, shoes swap karo, ya jacket add karo.",Roman Urdu,
occasion_match,"conference ke liye koi brand recommend karo, jaise asim jofa.",Conference ke lye trouser set aur lavender acha rahega; heels aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,family dinner pe lehenga ke saath makeup kaisa ho?,Family dinner ke lye lehenga aur mustard acha rahega; sandals aur simple accessories rakho. smokey eyes aur loose curls try karo.,Roman Urdu,
occasion_match,social family events ke liye accessories aur glasses kaunsa match karega?,Social Family Events ke lye maxi dress aur lavender acha rahega; flats aur simple accessories rakho. smokey eyes aur sleek bun try karo.,Roman Urdu,
occasion_match,engagement shoot ke liye accessories aur glasses kaunsa match karega?,Engagement shoot ke lye anarkali aur peach acha rahega; sneakers aur simple accessories rakho. natural makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,networking event ke liye shoes mein kya pehno heels?,Networking event ke lye maxi dress aur maroon acha rahega; heels aur simple accessories rakho. natural makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,job interview ke liye baal kaise set karoon agar trouser set pehna hai?,Job interview ke lye trouser set aur peach acha rahega; sneakers aur simple accessories rakho. natural makeup aur braided style try karo.,Roman Urdu,
occasion_match,barat ke liye accessories aur glasses kaunsa match karega?,Barat ke lye anarkali aur beige acha rahega; boots aur simple accessories rakho. glam makeup aur loose curls try karo.,Roman Urdu,
occasion_match,birthday pe trouser set ke saath makeup kaisa ho?,Birthday ke lye trouser set aur navy acha rahega; heels aur simple accessories rakho. dewy skin look aur half-up half-down try karo.,Roman Urdu,
occasion_match,spring ke liye baal kaise set karoon agar formal suit pehna hai?,Spring ke lye formal suit aur mustard acha rahega; sandals aur simple accessories rakho. smokey eyes aur straightened try karo.,Roman Urdu,
occasion_match,islamabad sightseeing pe trouser set ke saath makeup kaisa ho?,Islamabad sightseeing ke lye trouser set aur peach acha rahega; sandals aur simple accessories rakho. dewy skin look aur sleek bun try karo.,Roman Urdu,
occasion_match,punjabi dhol events ke liye accessories aur glasses kaunsa match karega?,Punjabi dhol events ke lye maxi dress aur peach acha rahega; heels aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,road trip ke liye shoes mein kya pehno flats?,Road trip ke lye sharara aur maroon acha rahega; flats aur simple accessories rakho. glam makeup aur braided style try karo.,Roman Urdu,
occasion_match,sindhi cultural day ke liye baal kaise set karoon agar sharara pehna hai?,Sindhi cultural day ke lye sharara aur white acha rahega; sneakers aur simple accessories rakho. glam makeup aur loose curls try karo.,Roman Urdu,
occasion_match,peshawari mehfil ke liye kya pehno?,Peshawari mehfil ke lye formal suit aur emerald acha rahega; heels aur simple accessories rakho. glam makeup aur braided style try karo.,Roman Urdu,
occasion_match,road trip ke liye accessories aur glasses kaunsa match karega?,Road trip ke lye trouser set aur beige acha rahega; juttis aur simple accessories rakho. smokey eyes aur half-up half-down try karo.,Roman Urdu,
occasion_match,jummah pe formal suit ke saath makeup kaisa ho?,Jummah ke lye formal suit aur pastel pink acha rahega; sneakers aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
occasion_match,"peshawari mehfil ke liye koi brand recommend karo, jaise khaadi.",Peshawari mehfil ke lye long gown aur beige acha rahega; sandals aur simple accessories rakho. glam makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,barat ke liye kya pehno?,Barat ke lye formal suit aur emerald acha rahega; sneakers aur simple accessories rakho. smokey eyes aur braided style try karo.,Roman Urdu,
occasion_match,"music festival ke liye koi brand recommend karo, jaise khaadi.",Music festival ke lye kurta aur black acha rahega; sneakers aur simple accessories rakho. smokey eyes aur loose curls try karo.,Roman Urdu,
occasion_match,dinner date pe co-ord set ke saath makeup kaisa ho?,Dinner date ke lye co-ord set aur maroon acha rahega; boots aur simple accessories rakho. smokey eyes aur straightened try karo.,Roman Urdu,
occasion_match,viva / defense ke liye kya pehno?,Viva / defense ke lye formal suit aur pastel pink acha rahega; sneakers aur simple accessories rakho. smokey eyes aur sleek bun try karo.,Roman Urdu,
occasion_match,barat ke liye baal kaise set karoon agar lehenga pehna hai?,Barat ke lye lehenga aur beige acha rahega; flats aur simple accessories rakho. dewy skin look aur loose curls try karo.,Roman Urdu,
occasion_match,"islamabad sightseeing ke liye koi brand recommend karo, jaise khaadi.",Islamabad sightseeing ke lye maxi dress aur white acha rahega; sandals aur simple accessories rakho. dewy skin look aur sleek bun try karo.,Roman Urdu,
occasion_match,viva / defense pe mere light skin tone ke liye kaunsa color theek rahega?,Viva / defense ke lye trouser set aur peach acha rahega; sandals aur simple accessories rakho. natural makeup aur loose curls try karo.,Roman Urdu,
occasion_match,"bridal shower ke liye koi brand recommend karo, jaise nishat.",Bridal shower ke lye saree aur pastel pink acha rahega; boots aur simple accessories rakho. dewy skin look aur half-up half-down try karo.,Roman Urdu,
occasion_match,rishta meeting ke liye accessories aur glasses kaunsa match karega?,Rishta meeting ke lye co-ord set aur peach acha rahega; juttis aur simple accessories rakho. glam makeup aur straightened try karo.,Roman Urdu,
occasion_match,"ramadan iftar ke liye koi brand recommend karo, jaise nishat.",Ramadan iftar ke lye sharara aur black acha rahega; heels aur simple accessories rakho. smokey eyes aur loose curls try karo.,Roman Urdu,
occasion_match,launch event pe lehenga ke saath makeup kaisa ho?,Launch event ke lye lehenga aur emerald acha rahega; boots aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
occasion_match,rishta meeting pe saree ke saath makeup kaisa ho?,Rishta meeting ke lye saree aur white acha rahega; sandals aur simple accessories rakho. glam makeup aur loose curls try karo.,Roman Urdu,
occasion_match,"job interview ke liye koi brand recommend karo, jaise nishat.",Job interview ke lye sharara aur pastel pink acha rahega; flats aur simple accessories rakho. glam makeup aur half-up half-down try karo.,Roman Urdu,
